sampling0_fold0,0.5852,0.5573,0.5738,0.56,0.5757,0.5668,0.5824,0.5597,0.5731,0.5768,0.5539,0.5704,,,,,
sampling0_fold1,0.8456,0.8588,0.8313,0.8165,0.8511,0.8391,0.8383,0.8274,0.8273,,,,,,,,
sampling1_fold0,0.8461,0.8508,0.8442,0.8251,0.8289,0.835,0.8376,0.8454,0.8361,0.8374,0.8491,,,,,,
sampling1_fold1,0.8344,0.8677,0.8713,0.8694,0.8685,0.8719,0.8718,0.8662,0.8753,0.862,,,,,,,
sampling2_fold0,0.856,0.8637,0.8624,0.8599,0.8697,0.8589,0.8648,0.8583,0.8584,0.8647,0.8677,,,,,,
sampling2_fold1,0.6041,0.597,0.5546,0.5481,0.5888,0.5728,0.5369,0.5651,0.5665,0.6143,,,,,,,
sampling3_fold0,0.7284,0.7325,0.6988,0.7208,0.7051,0.7218,0.7216,0.7163,0.7257,0.7349,,,,,,,
sampling3_fold1,0.4482,0.4372,0.4314,0.4398,0.4357,0.442,0.4396,0.4383,0.4287,0.441,0.4274,,,,,,
sampling4_fold0,0.5043,0.4971,0.4946,0.5037,0.5049,0.4545,0.4915,0.4482,0.5246,,,,,,,,
sampling4_fold1,0.7989,0.8093,0.796,0.7873,0.802,0.7856,0.7902,0.8,0.7919,0.8109,0.7999,0.7849,,,,,
sampling5_fold0,0.9018,0.8961,0.8948,0.9071,0.9057,0.8832,0.895,0.9054,0.9032,0.8995,0.9016,,,,,,
sampling5_fold1,0.6428,0.6759,0.6676,0.6577,0.6547,0.6442,0.621,0.6333,0.671,0.668,,,,,,,
sampling6_fold0,0.8371,0.8222,0.8259,0.8379,0.8235,0.8352,0.8262,0.8425,0.8315,0.8168,0.8332,,,,,,
sampling6_fold1,0.7908,0.7876,0.7834,0.7942,0.8077,0.7333,0.7856,0.8068,0.7928,0.8029,,,,,,,
sampling7_fold0,0.4948,0.4377,0.4623,0.4926,0.489,0.4574,0.4402,0.4851,0.517,,,,,,,,
sampling7_fold1,0.8128,0.8059,0.8189,0.8043,0.8191,0.8242,0.8188,0.8098,0.8192,0.8133,0.8206,0.8116,,,,,
sampling8_fold0,0.6438,0.6379,0.6415,0.6203,0.6378,0.6188,0.6127,,,,,,,,,,
sampling8_fold1,0.9167,0.9195,0.9106,0.914,0.9176,0.9173,0.9164,0.9153,0.915,0.9196,0.9126,0.9159,0.912,0.9151,,,
sampling9_fold0,0.9647,0.9649,0.9642,0.9619,0.963,0.9655,0.9642,,,,,,,,,,
sampling9_fold1,0.766,0.7691,0.7435,0.7961,0.7693,0.7981,0.7686,0.7746,0.78,0.7476,0.7795,0.7919,0.7566,0.7645,,,
sampling10_fold0,0.8273,0.7932,0.788,0.7498,0.8066,0.7883,0.8081,0.7127,0.8072,0.8221,0.8148,,,,,,
sampling10_fold1,0.7066,0.7229,0.7172,0.7261,0.724,0.7157,0.7108,0.7149,0.7312,0.7211,,,,,,,
sampling11_fold0,0.8771,0.8838,0.8785,0.8802,0.8922,0.8888,0.899,0.8955,0.8711,,,,,,,,
sampling11_fold1,0.9701,0.9704,0.9663,0.9711,0.9708,0.9712,0.9677,0.9709,0.9712,0.9468,0.9691,0.9474,,,,,
sampling12_fold0,0.8639,0.8557,0.8744,0.8767,0.8715,0.8777,0.8489,0.8847,0.8473,0.8706,0.8784,,,,,,
sampling12_fold1,0.6906,0.6883,0.6772,0.6647,0.6787,0.6818,0.6736,0.6971,0.6786,0.666,,,,,,,
sampling13_fold0,0.6173,0.6161,0.6066,0.6233,0.602,0.6145,0.5932,0.6137,0.6061,,,,,,,,
sampling13_fold1,0.9637,0.9633,0.9591,0.9629,0.9643,0.9629,0.9643,0.964,0.9642,0.9641,0.9647,0.965,,,,,
sampling14_fold0,0.8865,0.8853,0.8801,0.8956,0.8572,0.8734,0.892,0.8747,0.8924,0.8792,0.8698,0.8845,,,,,
sampling14_fold1,0.6828,0.7015,0.63,0.6154,0.6709,0.6965,0.688,0.6656,0.6512,,,,,,,,
sampling15_fold0,0.9478,0.9483,0.9502,0.9471,0.9484,0.9479,0.9488,0.9483,0.949,0.9494,0.9502,,,,,,
sampling15_fold1,0.5198,0.5613,0.532,0.5409,0.5012,0.5547,0.5554,0.5358,0.5171,0.5359,,,,,,,
sampling16_fold0,0.8785,0.8818,0.8962,0.8815,0.8766,0.8834,0.8428,0.8584,0.8832,0.8802,0.8747,0.8823,,,,,
sampling16_fold1,0.825,0.8314,0.8213,0.8233,0.8383,0.8509,0.8427,0.8225,0.845,,,,,,,,
sampling17_fold0,0.6614,0.6613,0.6831,0.6512,0.6742,0.6889,0.6806,0.675,0.6694,0.6703,0.6934,,,,,,
sampling17_fold1,0.7852,0.8129,0.816,0.8114,0.8005,0.8027,0.8069,0.8125,0.8075,0.8034,,,,,,,
sampling18_fold0,0.7598,0.7252,0.7498,0.7012,0.7533,0.7271,0.735,0.7302,0.7747,0.7044,0.7767,0.7526,,,,,
sampling18_fold1,0.7458,0.7439,0.7671,0.7699,0.7697,0.7688,0.7648,0.7547,0.7153,,,,,,,,
sampling19_fold0,0.7212,0.6716,0.7073,0.713,0.6949,0.6932,0.7023,0.7094,,,,,,,,,
sampling19_fold1,0.8724,0.8727,0.8748,0.8632,0.8707,0.8726,0.875,0.8345,0.8715,0.8709,0.8523,0.8726,0.873,,,,
sampling20_fold0,0.7782,0.7739,0.6525,0.763,0.7725,0.7791,0.7216,0.7578,0.7471,0.7238,,,,,,,
sampling20_fold1,0.7682,0.7634,0.787,0.7725,0.7704,0.7818,0.7855,0.7718,0.7802,0.7894,0.7848,,,,,,
sampling21_fold0,0.9291,0.9227,0.9288,0.9277,0.9274,0.9249,0.9266,0.93,0.9315,0.9266,0.9261,0.9258,,,,,
sampling21_fold1,0.5839,0.5684,0.5686,0.576,0.5473,0.5714,0.5354,0.5352,0.5568,,,,,,,,
sampling22_fold0,0.8181,0.8284,0.8288,0.8249,0.8136,0.8287,0.824,0.8217,0.817,0.8209,0.8204,0.8374,,,,,
sampling22_fold1,0.8748,0.8554,0.8449,0.8341,0.8307,0.8835,0.8754,0.8766,0.8595,,,,,,,,
sampling23_fold0,0.8799,0.8855,0.8807,0.8768,0.8838,0.8852,0.8842,0.8923,0.893,0.8884,0.8836,0.8853,0.8787,0.8881,,,
sampling23_fold1,0.6597,0.649,0.6309,0.6416,0.6429,0.6677,0.64,,,,,,,,,,
sampling24_fold0,0.555,0.581,0.5673,0.5928,0.5503,0.5973,0.564,0.5477,0.5536,0.5769,,,,,,,
sampling24_fold1,0.7209,0.7695,0.7793,0.7785,0.7738,0.7719,0.7497,0.7592,0.7518,0.7396,0.7619,,,,,,
sampling25_fold0,0.9751,0.9771,0.9769,0.9779,0.9785,0.9747,0.9786,0.9776,0.9776,0.9793,0.9777,0.9779,,,,,
sampling25_fold1,0.6089,0.4516,0.6082,0.6325,0.6505,0.6269,0.6548,0.6417,0.6551,,,,,,,,
sampling26_fold0,0.8056,0.7889,0.8082,0.7961,0.8071,0.7426,0.8101,0.79,0.8044,0.8116,0.7504,,,,,,
sampling26_fold1,0.744,0.6604,0.7375,0.782,0.6747,0.7379,0.7831,0.7293,0.7315,0.78,,,,,,,
sampling27_fold0,0.5425,0.4362,0.4978,0.438,0.4686,0.4957,0.494,0.5581,0.5573,0.4848,,,,,,,
sampling27_fold1,0.8885,0.8884,0.8923,0.8858,0.8821,0.8873,0.8861,0.8909,0.8962,0.8772,0.8791,,,,,,
sampling28_fold0,0.7553,0.6812,0.6967,0.7629,0.6741,0.7286,0.7455,0.7769,0.7666,0.7386,0.6819,0.7358,,,,,
sampling28_fold1,0.708,0.7186,0.7029,0.7096,0.7193,0.7021,0.6532,0.7126,0.716,,,,,,,,
sampling29_fold0,0.858,0.8478,0.8447,0.8473,0.8528,0.8408,0.8567,0.8492,0.8441,0.8506,,,,,,,
sampling29_fold1,0.8029,0.7595,0.7795,0.771,0.7918,0.8075,0.7582,0.7593,0.7961,0.7488,0.7384,,,,,,
sampling30_fold0,0.4673,0.462,0.4722,0.4753,0.4872,0.4788,0.4806,0.4785,0.4721,,,,,,,,
sampling30_fold1,0.5726,0.5507,0.5607,0.5708,0.5566,0.5427,0.554,0.5278,0.5341,0.5627,0.543,0.5462,,,,,
sampling31_fold0,0.9379,0.9378,0.9369,0.9282,0.9401,0.9234,0.9303,0.9376,0.9394,,,,,,,,
sampling31_fold1,0.9788,0.9602,0.9783,0.9777,0.9773,0.9769,0.9792,0.9777,0.9765,0.9786,0.9759,0.9764,,,,,
sampling32_fold0,0.659,0.6646,0.6917,0.7182,0.6716,0.665,0.6766,0.6847,0.681,0.6706,0.6444,,,,,,
sampling32_fold1,0.8078,0.7995,0.7209,0.7953,0.8047,0.8069,0.8107,0.8081,0.8075,0.8046,,,,,,,
sampling33_fold0,0.9026,0.9161,0.918,0.9168,0.9059,0.9108,0.9154,0.9031,0.9175,0.9182,0.9174,0.9157,0.9126,,,,
sampling33_fold1,0.73,0.677,0.6899,0.6759,0.6368,0.7338,0.6991,0.6708,,,,,,,,,
sampling34_fold0,0.8152,0.7179,0.7663,0.7368,0.7447,0.7014,0.7411,0.7394,0.7999,0.7592,,,,,,,
sampling34_fold1,0.5926,0.6014,0.6208,0.6096,0.611,0.6298,0.6166,0.6191,0.6234,0.6068,0.6278,,,,,,
sampling35_fold0,0.9688,0.9649,0.9711,0.9703,0.9693,0.9676,0.9683,,,,,,,,,,
sampling35_fold1,0.8563,0.8558,0.8463,0.8764,0.7988,0.8442,0.8529,0.8397,0.8489,0.8701,0.8705,0.8455,0.8507,0.8671,,,
sampling36_fold0,0.7551,0.7677,0.7655,0.7587,0.7594,0.756,0.7663,0.7561,0.7662,0.6344,0.7674,,,,,,
sampling36_fold1,0.7032,0.716,0.7125,0.7188,0.6898,0.7339,0.747,0.7412,0.7232,0.6922,,,,,,,
sampling37_fold0,0.7186,0.7281,0.7223,0.7448,0.7157,0.7099,0.7807,0.7039,0.7273,0.7293,0.7169,0.7458,0.704,0.7245,,,
sampling37_fold1,0.8591,0.8642,0.833,0.8565,0.8623,0.8634,0.8565,,,,,,,,,,
sampling38_fold0,0.818,0.8335,0.8415,0.8384,0.8324,0.8126,0.8376,0.8313,0.8309,0.8322,0.8287,,,,,,
sampling38_fold1,0.6914,0.6512,0.6289,0.6266,0.6519,0.6722,0.6827,0.6718,0.6802,0.6639,,,,,,,
sampling39_fold0,0.7283,0.6996,0.7494,0.7113,0.6882,0.7191,0.7023,0.7362,0.6852,,,,,,,,
sampling39_fold1,0.5726,0.5835,0.5496,0.5749,0.5706,0.5423,0.5734,0.6056,0.5567,0.5613,0.5623,0.5515,,,,,
sampling40_fold0,0.7192,0.7278,0.7196,0.6912,0.6997,0.7348,0.7165,0.7284,0.7502,,,,,,,,
sampling40_fold1,0.8705,0.8296,0.8638,0.8661,0.8524,0.8603,0.8813,0.8671,0.8494,0.8646,0.8691,0.8391,,,,,
sampling41_fold0,0.5736,0.6151,0.6022,0.598,0.5945,0.5953,,,,,,,,,,,
sampling41_fold1,0.8663,0.8643,0.8679,0.8512,0.8684,0.8689,0.872,0.8737,0.8629,0.8723,0.8612,0.8577,0.8825,0.8744,0.8769,,
sampling42_fold0,0.876,0.8279,0.8397,0.8376,0.8042,0.8231,0.8669,0.8629,0.8034,0.8513,0.7512,,,,,,
sampling42_fold1,0.8103,0.7454,0.7973,0.7976,0.7439,0.7543,0.7408,0.7755,0.7225,0.762,,,,,,,
sampling43_fold0,0.4186,0.4027,0.4171,0.407,0.4126,0.4076,0.407,0.3829,0.407,0.4003,0.4181,,,,,,
sampling43_fold1,0.6063,0.64,0.6055,0.6117,0.6148,0.6007,0.6324,0.6181,0.6032,0.618,,,,,,,
sampling44_fold0,0.7697,0.7673,0.7725,0.7455,0.7539,0.7589,0.7642,0.7596,0.7688,0.7583,0.7601,0.7632,,,,,
sampling44_fold1,0.69,0.6986,0.6806,0.7008,0.7063,0.6699,0.7043,0.7019,0.7169,,,,,,,,
sampling45_fold0,0.6141,0.6079,0.5092,0.5418,0.5824,0.5074,0.4536,0.452,0.443,0.5489,,,,,,,
sampling45_fold1,0.9378,0.9384,0.9339,0.9386,0.9366,0.9273,0.9356,0.9296,0.9363,0.9379,0.9301,,,,,,
sampling46_fold0,0.8068,0.7546,0.7984,0.784,0.7864,0.7972,0.7987,0.7798,0.7798,0.7606,,,,,,,
sampling46_fold1,0.7175,0.7027,0.7102,0.707,0.714,0.7394,0.7128,0.7189,0.708,0.7176,0.7272,,,,,,
sampling47_fold0,0.6638,0.6432,0.6778,0.6805,0.6723,0.6736,0.6802,0.6901,0.6711,0.6751,,,,,,,
sampling47_fold1,0.6603,0.9527,0.9489,0.9525,0.9493,0.9508,0.9489,0.9498,0.9447,0.9494,0.9446,,,,,,
sampling48_fold0,0.5879,0.6287,0.5819,0.5919,0.5676,0.618,0.5819,0.5743,0.5877,0.5572,0.5879,,,,,,
sampling48_fold1,0.8834,0.8778,0.8838,0.8824,0.8765,0.9024,0.8683,0.8901,0.8533,0.86,,,,,,,
sampling49_fold0,0.9573,0.9618,0.9574,0.9648,0.9576,0.9634,0.963,0.9628,0.9652,0.9608,0.9617,0.961,0.9649,0.9612,0.9606,,
sampling49_fold1,0.2827,0.2845,0.3022,0.2802,0.2788,0.2969,,,,,,,,,,,
sampling50_fold0,0.7915,0.7644,0.7956,0.782,0.7988,0.7895,0.7586,0.7841,0.782,,,,,,,,
sampling50_fold1,0.9547,0.9532,0.9565,0.9505,0.9549,0.9547,0.955,0.9645,0.9547,0.949,0.9505,0.9542,,,,,
sampling51_fold0,0.9287,0.9266,0.9329,0.924,0.924,0.9414,0.9349,0.925,0.9241,0.9279,0.9204,0.93,0.9425,0.9294,0.916,,
sampling51_fold1,0.5538,0.5549,0.472,0.5574,0.5317,0.6085,,,,,,,,,,,
sampling52_fold0,0.7801,0.806,0.8153,0.7181,0.8192,0.7965,0.7883,0.7539,0.8242,0.8343,0.8302,,,,,,
sampling52_fold1,0.786,0.8125,0.8123,0.7981,0.7886,0.7926,0.8003,0.7969,0.7995,0.8142,,,,,,,
sampling53_fold0,0.7499,0.7399,0.7532,0.7372,0.7365,0.7048,0.734,,,,,,,,,,
sampling53_fold1,0.937,0.9418,0.9388,0.9396,0.94,0.9305,0.9386,0.9422,0.9308,0.9411,0.9347,0.9373,0.9418,0.9374,,,
sampling54_fold0,0.7851,0.7631,0.746,0.7691,0.7856,0.7484,0.7922,0.7748,0.7429,0.7499,,,,,,,
sampling54_fold1,0.9148,0.9161,0.9189,0.9165,0.9152,0.9153,0.9166,0.907,0.9154,0.905,0.9145,,,,,,
sampling55_fold0,0.7984,0.8045,0.7961,0.7862,0.7952,0.77,0.7606,0.7716,0.8138,0.7652,,,,,,,
sampling55_fold1,0.8095,0.8171,0.7856,0.8148,0.8118,0.8233,0.8234,0.7984,0.8103,0.7951,0.8057,,,,,,
sampling56_fold0,0.8562,0.8529,0.858,0.8468,0.8495,0.8536,0.8601,0.8578,0.8625,0.8392,0.8633,0.8419,,,,,
sampling56_fold1,0.5788,0.5768,0.6293,0.5927,0.5375,0.6419,0.6363,0.6287,0.6392,,,,,,,,
sampling57_fold0,0.747,0.7713,0.7632,0.7701,0.7528,0.7549,0.7643,0.7548,0.7534,0.7354,,,,,,,
sampling57_fold1,0.8757,0.8752,0.8841,0.8654,0.8595,0.8661,0.8923,0.8812,0.878,0.894,0.8664,,,,,,
sampling58_fold0,0.6797,0.6675,0.6987,0.6746,0.6925,0.6961,0.7266,0.7052,0.6857,,,,,,,,
sampling58_fold1,0.9391,0.9266,0.9624,0.9228,0.9594,0.9562,0.9576,0.9454,0.9335,0.9398,0.9554,0.9529,,,,,
sampling59_fold0,0.8397,0.8392,0.8171,0.8377,0.8405,0.8074,0.7716,0.7835,0.7494,0.8359,,,,,,,
sampling59_fold1,0.7673,0.7668,0.7083,0.7675,0.7386,0.7733,0.781,0.7296,0.7402,0.7778,0.7405,,,,,,
sampling60_fold0,0.8041,0.7568,0.8285,0.7836,0.8076,0.8149,0.8272,0.7967,0.8248,0.8164,0.8335,,,,,,
sampling60_fold1,0.6566,0.6193,0.6699,0.6405,0.5747,0.5954,0.662,0.5992,0.622,0.6626,,,,,,,
sampling61_fold0,0.8426,0.8579,0.8702,0.8254,0.8765,0.8735,0.8656,0.8657,0.8726,0.8762,0.8649,,,,,,
sampling61_fold1,0.8878,0.879,0.8835,0.8829,0.8802,0.8878,0.896,0.8869,0.8926,0.8499,,,,,,,
sampling62_fold0,0.755,0.7501,0.7553,0.7514,0.752,0.6086,0.6087,0.7523,0.7464,0.7585,,,,,,,
sampling62_fold1,0.8146,0.8157,0.7867,0.823,0.7886,0.8046,0.8067,0.8028,0.8082,0.8061,0.8118,,,,,,
sampling63_fold0,0.886,0.8983,0.9009,0.899,0.897,0.8766,0.8814,0.8985,0.8941,0.8996,,,,,,,
sampling63_fold1,0.5804,0.5623,0.5357,0.587,0.5741,0.5861,0.6095,0.5721,0.5765,0.5935,0.5969,,,,,,
sampling64_fold0,0.8298,0.7608,0.7571,0.7901,0.7682,0.7406,0.8298,0.7772,0.7883,0.8623,,,,,,,
sampling64_fold1,0.4946,0.4859,0.4223,0.5687,0.4244,0.4176,0.4328,0.5151,0.4399,0.4626,0.4833,,,,,,
sampling65_fold0,0.7862,0.7882,0.7603,0.7847,0.8006,0.775,0.7963,0.7794,,,,,,,,,
sampling65_fold1,0.8411,0.8476,0.839,0.8355,0.8509,0.8482,0.8546,0.8507,0.838,0.8361,0.8171,0.8449,0.8444,,,,
sampling66_fold0,0.837,0.818,0.8326,0.8287,0.8152,0.8187,0.8215,0.8537,0.8654,0.8294,0.8197,,,,,,
sampling66_fold1,0.7641,0.7651,0.7982,0.7536,0.7667,0.7633,0.7851,0.7705,0.7912,0.7789,,,,,,,
sampling67_fold0,0.8284,0.8374,0.8456,0.8291,0.8442,0.8385,0.8305,0.8226,0.8107,,,,,,,,
sampling67_fold1,0.8834,0.8758,0.8881,0.8852,0.8896,0.8928,0.9022,0.8951,0.8717,0.8946,0.8697,0.8917,,,,,
sampling68_fold0,0.8437,0.844,0.8345,0.8519,0.8473,0.8494,0.8563,0.8604,0.8456,,,,,,,,
sampling68_fold1,0.8771,0.8928,0.887,0.8778,0.8817,0.8925,0.878,0.8823,0.8831,0.8825,0.8931,0.8834,,,,,
sampling69_fold0,0.7993,0.8257,0.8136,0.8183,0.817,0.8176,0.8075,0.8389,0.8228,0.8243,0.8079,0.8156,,,,,
sampling69_fold1,0.626,0.66,0.6023,0.6698,0.6607,0.6648,0.6709,0.6508,0.659,,,,,,,,
sampling70_fold0,0.4839,0.4883,0.4884,0.484,0.4886,0.4882,0.4874,0.4891,0.4909,,,,,,,,
sampling70_fold1,0.8738,0.8674,0.8599,0.8768,0.8704,0.8609,0.8615,0.8669,0.8669,0.8611,0.8646,0.8714,,,,,
sampling71_fold0,0.8316,0.8376,0.8331,0.8285,0.8379,0.8373,0.8383,0.831,0.8349,0.8461,0.8407,0.831,,,,,
sampling71_fold1,0.7068,0.687,0.6987,0.7024,0.6978,0.6797,0.6881,0.664,0.6768,,,,,,,,
sampling72_fold0,0.8442,0.8354,0.8384,0.831,0.8397,0.7968,0.8321,0.84,,,,,,,,,
sampling72_fold1,0.8026,0.8868,0.8958,0.8508,0.7356,0.7387,0.8863,0.9329,0.854,0.8579,0.831,0.7721,0.8722,,,,
sampling73_fold0,0.52,0.5301,0.5488,0.5221,0.5278,0.5231,0.5247,0.5561,0.5352,0.5293,,,,,,,
sampling73_fold1,0.9007,0.898,0.9031,0.8965,0.8987,0.9008,0.8998,0.8986,0.8974,0.8958,0.895,,,,,,
sampling74_fold0,0.4582,0.4459,0.4661,0.4782,0.4678,0.4632,0.4594,0.4538,0.4591,,,,,,,,
sampling74_fold1,0.8855,0.8367,0.7869,0.7901,0.879,0.8808,0.8521,0.8793,0.8623,0.7351,0.8589,0.847,,,,,
sampling75_fold0,0.8543,0.8686,0.8674,0.8733,0.8672,0.8708,0.8665,0.8557,0.8777,0.8621,0.8655,0.8716,0.8695,,,,
sampling75_fold1,0.5099,0.5212,0.5103,0.4947,0.5215,0.5304,0.5436,0.5114,,,,,,,,,
sampling76_fold0,0.794,0.7942,0.7889,0.7919,0.8011,0.7889,0.7914,0.803,0.8148,0.7949,0.7943,0.7882,,,,,
sampling76_fold1,0.6166,0.6502,0.6629,0.6378,0.6082,0.647,0.6666,0.576,0.6107,,,,,,,,
sampling77_fold0,0.8311,0.8952,0.8781,0.7441,0.846,0.8546,0.8704,0.9082,,,,,,,,,
sampling77_fold1,0.7682,0.7839,0.7711,0.7939,0.7934,0.7861,0.7635,0.7496,0.744,0.7912,0.7689,0.7554,0.7879,,,,
sampling78_fold0,0.4146,0.4287,0.4261,0.4158,0.4205,0.4164,0.4191,0.4202,0.4292,,,,,,,,
sampling78_fold1,0.9118,0.9069,0.9126,0.8714,0.9017,0.8873,0.9041,0.8992,0.9085,0.9105,0.9087,0.9142,,,,,
sampling79_fold0,0.6112,0.6193,0.6304,0.6152,0.625,0.5961,0.6099,0.5974,0.5823,0.5979,,,,,,,
sampling79_fold1,0.7274,0.7072,0.7264,0.7232,0.7111,0.7149,0.7124,0.7283,0.7222,0.7214,0.7237,,,,,,
sampling80_fold0,0.7845,0.8031,0.7803,0.7863,0.7777,0.7926,0.8051,0.798,0.807,0.6158,0.7935,,,,,,
sampling80_fold1,0.8813,0.8783,0.8772,0.8735,0.8759,0.8742,0.8701,0.8743,0.8668,0.8792,,,,,,,
sampling81_fold0,0.8767,0.8681,0.8688,0.8718,0.8793,0.8654,0.8717,0.8737,0.8785,0.876,0.8762,0.8633,,,,,
sampling81_fold1,0.9462,0.937,0.9385,0.9359,0.921,0.9447,0.9328,0.9202,0.9399,,,,,,,,
sampling82_fold0,0.7613,0.769,0.7683,0.7452,0.7484,0.7648,0.7741,0.75,0.761,,,,,,,,
sampling82_fold1,0.8242,0.8397,0.8146,0.8372,0.8132,0.8156,0.7811,0.8084,0.8094,0.8169,0.8045,0.7779,,,,,
sampling83_fold0,0.7727,0.7998,0.7636,0.7736,0.7803,0.7818,0.7674,0.7593,0.7913,0.7775,0.7762,,,,,,
sampling83_fold1,0.6083,0.6895,0.6277,0.6855,0.6294,0.6644,0.6185,0.7092,0.6782,0.5874,,,,,,,
sampling84_fold0,0.8335,0.827,0.8327,0.8349,0.8221,0.8379,0.8356,0.8332,0.8383,0.8471,0.8367,0.8356,,,,,
sampling84_fold1,0.473,0.4198,0.47,0.4862,0.4764,0.473,0.4926,0.4185,0.5046,,,,,,,,
sampling85_fold0,0.828,0.7895,0.8176,0.8235,0.8261,0.8231,0.8369,0.828,0.7987,0.7752,,,,,,,
sampling85_fold1,0.8561,0.8492,0.8558,0.8697,0.8755,0.8587,0.8731,0.8572,0.8654,0.8694,0.8763,,,,,,
sampling86_fold0,0.6819,0.7232,0.6637,0.678,0.6546,0.7009,0.6708,0.6788,0.6805,0.7543,0.6625,,,,,,
sampling86_fold1,0.7509,0.7708,0.7721,0.7836,0.7674,0.7672,0.8048,0.7731,0.7921,0.758,,,,,,,
sampling87_fold0,0.8814,0.8846,0.8885,0.8763,0.8831,0.883,0.8783,0.8789,0.8848,0.8795,0.8835,0.8817,,,,,
sampling87_fold1,0.4509,0.4465,0.4276,0.4575,0.4926,0.5083,0.4399,0.4545,0.4714,,,,,,,,
sampling88_fold0,0.665,0.664,0.6719,0.6799,0.6596,0.6626,0.6647,0.6872,0.664,0.6881,,,,,,,
sampling88_fold1,0.8658,0.8543,0.846,0.8696,0.8558,0.8668,0.8684,0.8743,0.862,0.8393,0.8531,,,,,,
sampling89_fold0,0.4866,0.4909,0.4929,0.4933,0.4865,0.4874,0.4889,0.4918,0.4868,,,,,,,,
sampling89_fold1,0.7698,0.771,0.773,0.7782,0.7664,0.788,0.7787,0.7744,0.7845,0.7476,0.7787,0.7829,,,,,
sampling90_fold0,0.9706,0.9593,0.966,0.9698,0.9697,0.9702,0.9675,0.9674,0.9585,0.9465,0.9679,0.9712,0.9672,0.9646,0.9685,0.9683,0.9701
sampling90_fold1,0.9078,0.9117,0.9157,0.9125,,,,,,,,,,,,,
sampling91_fold0,0.5992,0.5778,0.593,0.5439,0.55,0.5807,0.5805,0.6074,0.5799,,,,,,,,
sampling91_fold1,0.6597,0.6517,0.6784,0.6514,0.6469,0.6693,0.6778,0.6572,0.581,0.6565,0.682,0.6427,,,,,
sampling92_fold0,0.8918,0.8923,0.8935,0.7542,0.8907,0.7589,0.8918,0.8901,0.8882,0.8921,0.8833,0.885,,,,,
sampling92_fold1,0.8049,0.8056,0.805,0.8092,0.816,0.8097,0.8078,0.8082,0.8021,,,,,,,,
sampling93_fold0,0.7005,0.7217,0.6919,0.6797,0.6927,0.6954,0.6848,0.715,0.7168,0.7007,,,,,,,
sampling93_fold1,0.872,0.8616,0.8785,0.8731,0.8771,0.8674,0.8767,0.8615,0.8657,0.8641,0.8723,,,,,,
sampling94_fold0,0.8988,0.8795,0.8953,0.8996,0.9157,0.9072,0.8996,0.9096,0.9103,0.8938,0.8929,0.8693,0.8895,0.9105,0.9035,,
sampling94_fold1,0.9832,0.9877,0.9871,0.9873,0.9873,0.985,,,,,,,,,,,
sampling95_fold0,0.5406,0.5416,0.5466,0.6115,0.5447,0.5529,0.5512,0.5468,0.5603,,,,,,,,
sampling95_fold1,0.9154,0.9333,0.9319,0.9318,0.9338,0.9307,0.9249,0.9315,0.9285,0.9316,0.861,0.9338,,,,,
sampling96_fold0,0.8582,0.8613,0.8563,0.8484,0.8137,0.8082,0.8115,0.8223,0.868,0.8453,0.8331,0.8529,0.8438,0.8206,,,
sampling96_fold1,0.9647,0.9647,0.9489,0.9688,0.957,0.9584,0.9656,,,,,,,,,,
sampling97_fold0,0.7356,0.752,0.7678,0.7831,0.787,0.7584,0.7467,0.7638,0.7731,,,,,,,,
sampling97_fold1,0.8414,0.8417,0.8472,0.843,0.8488,0.848,0.8441,0.8396,0.8475,0.8513,0.8514,0.8437,,,,,
sampling98_fold0,0.6826,0.6831,0.6856,0.661,0.4964,0.6124,0.6741,,,,,,,,,,
sampling98_fold1,0.795,0.8078,0.7956,0.8094,0.8014,0.7954,0.8107,0.8049,0.7877,0.7934,0.804,0.7983,0.8091,0.7948,,,
sampling99_fold0,0.9715,0.9714,0.9738,0.9714,0.9688,0.9689,0.9691,0.9721,0.9717,0.9743,0.9706,0.9752,0.9742,0.9598,,,
sampling99_fold1,0.5607,0.5897,0.594,0.5416,0.615,0.5976,0.5769,,,,,,,,,,
