sampling0_fold0,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,,,,
sampling50_fold0,0.0011,0.0011,0.001,0.0012,0.0011,0.0011,0.0012,0.0011,0.0011,0.0011,0.0011,0.001,,,,,,
sampling50_fold1,0.0006,0.0008,0.0007,0.0008,0.0007,0.0008,0.0008,0.0007,0.0007,0.0007,0.0007,0.0008,0.0007,,,,,
sampling51_fold0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,,,,,,,
sampling51_fold1,0.0012,0.0011,0.0012,0.0012,0.0011,0.0012,0.001,0.0012,0.0011,0.0012,0.0011,0.0012,0.0012,0.0011,0.0012,,,
sampling52_fold0,0.0022,0.0022,0.0021,0.0021,0.0022,0.0023,0.0022,0.0023,0.0023,0.002,0.0021,0.0022,0.0021,,,,,
sampling52_fold1,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,,,,,
sampling53_fold0,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0005,0.0006,0.0006,,,,,,
sampling53_fold1,0.0005,0.0006,0.0006,0.0006,0.0005,0.0005,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,,,,,
sampling54_fold0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,,,,,
sampling54_fold1,0.0008,0.0008,0.0008,0.0008,0.0007,0.0008,0.0008,0.0008,0.0007,0.0008,0.0008,0.0007,0.0008,,,,,
sampling55_fold0,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,,,,,,
sampling55_fold1,0.0022,0.0022,0.0022,0.0021,0.0023,0.0022,0.0021,0.0022,0.0021,0.0022,0.0022,0.0021,0.0023,,,,,
sampling56_fold0,0.0008,0.0008,0.0007,0.0007,0.0008,0.0008,0.0008,0.0008,0.0007,0.0007,0.0007,0.0008,0.0008,,,,,
sampling56_fold1,0.0013,0.0014,0.0012,0.0013,0.0012,0.0013,0.0014,0.0013,0.0013,0.0014,0.0014,0.0014,,,,,,
sampling57_fold0,0.0007,0.0007,0.0007,0.0007,0.0008,0.0008,0.0008,0.0007,0.0008,0.0008,,,,,,,,
sampling57_fold1,0.0041,0.004,0.0039,0.0039,0.0039,0.0042,0.0039,0.004,0.004,0.0038,0.0041,0.0039,0.004,0.004,0.0039,,,
sampling58_fold0,0.0011,0.0011,0.0011,0.0012,0.0011,0.0011,0.0011,0.0012,0.0011,0.0011,,,,,,,,
sampling58_fold1,0.0004,0.0004,0.0004,0.0004,0.0003,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,,,
sampling59_fold0,0.0014,0.0015,0.0013,0.0015,0.0015,0.0014,0.0014,0.0015,0.0014,0.0014,0.0015,0.0014,,,,,,
sampling59_fold1,0.0007,0.0008,0.0007,0.0008,0.0008,0.0008,0.0008,0.0007,0.0008,0.0008,0.0008,0.0008,0.0007,,,,,
sampling60_fold0,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0012,0.0013,0.0013,0.0014,0.0013,,,,,,
sampling60_fold1,0.0013,0.0014,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,,,,,
sampling61_fold0,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,,,,,,
sampling61_fold1,0.0026,0.0024,0.0024,0.0026,0.0026,0.0028,0.0025,0.0025,0.0025,0.0026,0.0027,0.0025,0.0024,,,,,
sampling62_fold0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,,,,
sampling62_fold1,0.0022,0.0023,0.0024,0.0023,0.0022,0.0023,0.0023,0.0024,0.0023,0.0022,0.0022,0.0022,,,,,,
sampling63_fold0,0.0023,0.0016,0.002,0.0019,0.0015,0.0016,0.0019,0.0018,0.0018,0.0018,0.0019,,,,,,,
sampling63_fold1,0.0044,0.0043,0.0035,0.0039,0.004,0.0038,0.0041,0.0039,0.0038,0.004,0.0038,0.0037,0.004,0.004,,,,
sampling64_fold0,0.0004,0.0004,0.0006,0.0005,0.0005,0.0003,0.0004,0.0006,0.0005,0.0005,0.0004,0.0006,0.0004,,,,,
sampling64_fold1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,,,,,
sampling65_fold0,0.001,0.0011,0.0011,0.0012,0.0011,0.001,0.0012,0.0011,0.001,0.0012,0.0011,0.001,0.0011,,,,,
sampling65_fold1,0.0006,0.0007,0.0005,0.0006,0.0006,0.0007,0.0005,0.0005,0.0005,0.0006,0.0006,0.0007,,,,,,
sampling66_fold0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,,,,,
sampling66_fold1,0.002,0.0022,0.0021,0.0021,0.0022,0.0022,0.0022,0.0024,0.0023,0.0023,0.0019,0.0021,0.0022,,,,,
sampling67_fold0,0.0015,0.0015,0.0016,0.0017,0.0015,0.0017,0.0014,0.0015,0.0014,0.0016,0.0015,0.0015,,,,,,
sampling67_fold1,0.0014,0.0014,0.0014,0.0015,0.0015,0.0017,0.0016,0.0014,0.0015,0.0014,0.0014,0.0015,0.0014,,,,,
sampling68_fold0,0.0047,0.0044,0.0057,0.0054,0.0037,0.0062,0.005,0.0055,0.0054,0.0053,,,,,,,,
sampling68_fold1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
sampling69_fold0,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,,,,,,,,
sampling69_fold1,0.0016,0.0017,0.0017,0.0018,0.0017,0.0018,0.0016,0.0018,0.0016,0.0017,0.0015,0.0016,0.0017,0.0016,0.0016,,,
sampling70_fold0,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,,,,,
sampling70_fold1,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0003,0.0004,0.0004,0.0004,0.0004,0.0004,,,,,,
sampling71_fold0,0.0011,0.0011,0.0011,0.0011,0.001,0.0011,0.0011,0.0011,0.001,0.0011,0.0011,0.001,0.0012,,,,,
sampling71_fold1,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,,,,,
sampling72_fold0,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,,,,,
sampling72_fold1,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,,,,,,
sampling73_fold0,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,,,,,,
sampling73_fold1,0.0003,0.0003,0.0003,0.0003,0.0002,0.0003,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,,,,,
sampling74_fold0,0.002,0.0021,0.0021,0.002,0.0022,0.0021,0.0018,0.002,,,,,,,,,,
sampling74_fold1,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,
sampling75_fold0,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.0003,0.0002,0.0002,0.0003,0.0002,0.0002,0.0003,,,
sampling75_fold1,0.0009,0.0009,0.0008,0.001,0.001,0.0009,0.001,0.001,0.0009,0.0009,,,,,,,,
sampling76_fold0,0.0012,0.0011,0.0009,0.0012,0.001,0.0009,0.0009,0.0011,0.001,0.0011,0.001,,,,,,,
sampling76_fold1,0.0034,0.0033,0.0034,0.0033,0.0031,0.0033,0.0032,0.0033,0.0034,0.0032,0.0038,0.0031,0.0033,0.0038,,,,
sampling77_fold0,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0017,0.0018,,,,,
sampling77_fold1,0.0048,0.0094,0.0059,0.0081,0.0075,0.0052,0.0069,0.006,0.0068,0.0082,0.004,0.0074,,,,,,
sampling78_fold0,0.0008,0.0008,0.0007,0.0008,0.0008,0.0008,0.0008,0.0007,0.0008,0.0007,0.0008,,,,,,,
sampling78_fold1,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,,,,
sampling79_fold0,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,,
sampling79_fold1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,,,,,,,
sampling80_fold0,0.0009,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,,
sampling80_fold1,0.0013,0.0012,0.0011,0.0012,0.0013,0.0012,0.0012,0.0012,0.0012,0.0011,0.0012,,,,,,,
sampling81_fold0,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0008,0.0007,,,,
sampling81_fold1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,,,,,,
sampling82_fold0,0.0018,0.0019,0.0018,0.0021,0.0018,0.0021,0.0018,0.0019,0.002,0.0018,0.0018,,,,,,,
sampling82_fold1,0.0012,0.0013,0.0012,0.0012,0.0013,0.0012,0.0013,0.0013,0.0012,0.0013,0.0012,0.0013,0.0012,0.0013,,,,
sampling83_fold0,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,,,,,
sampling83_fold1,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,,,,,
sampling84_fold0,0.0031,0.0033,0.0032,0.0036,0.0031,0.0033,0.0032,0.0032,0.003,0.0034,0.0035,,,,,,,
sampling84_fold1,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,,,,
sampling85_fold0,0.0011,0.0012,0.0013,0.0012,0.0012,0.0013,0.0012,0.0012,0.0011,0.0012,0.0011,0.0012,0.0011,,,,,
sampling85_fold1,0.0014,0.0013,0.0013,0.0015,0.0015,0.0014,0.0013,0.0014,0.0014,0.0014,0.0013,0.0014,,,,,,
sampling86_fold0,0.0011,0.0012,0.0013,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0011,0.0012,0.0012,0.0013,0.0012,,,,
sampling86_fold1,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0005,0.0006,0.0006,0.0006,,,,,,,
sampling87_fold0,0.0074,0.0089,0.0074,0.0086,0.0075,0.008,0.0072,0.0073,0.0074,,,,,,,,,
sampling87_fold1,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,,
sampling88_fold0,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0006,0.0007,0.0007,0.0007,,,,,,,
sampling88_fold1,0.0034,0.0034,0.0034,0.0034,0.0035,0.0032,0.0035,0.0035,0.0035,0.0034,0.0034,0.0035,0.0032,0.0033,,,,
sampling89_fold0,0.0028,0.0021,0.002,0.0026,0.0024,0.0021,0.0022,0.0025,0.0021,0.0022,0.0024,0.0025,0.002,,,,,
sampling89_fold1,0.0005,0.0006,0.0005,0.0006,0.0005,0.0005,0.0005,0.0006,0.0005,0.0005,0.0005,0.0005,,,,,,
sampling90_fold0,0.0002,0.0002,0.0002,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,,,,,
sampling90_fold1,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,,,,,,
sampling91_fold0,0.002,0.0022,0.002,0.0017,0.0019,0.0021,0.0024,0.0019,0.0026,0.0018,0.0021,0.0017,0.0023,0.0018,,,,
sampling91_fold1,0.0002,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,,,,,,,
sampling92_fold0,0.0047,0.0042,0.005,0.0041,0.0043,0.004,0.0044,0.0041,0.0047,0.0048,0.0044,0.0048,,,,,,
sampling92_fold1,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,,,,
sampling93_fold0,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,,,,,,
sampling93_fold1,0.0002,0.0002,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,,,
sampling94_fold0,0.0038,0.004,0.0038,0.0039,0.0039,0.004,0.0039,0.004,0.004,0.004,0.0036,,,,,,,
sampling94_fold1,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,,,,
sampling95_fold0,0.0016,0.0017,0.0017,0.0014,0.0016,0.0017,0.0014,0.0012,0.0012,0.0017,,,,,,,,
sampling95_fold1,0.0007,0.0007,0.0007,0.0007,0.0008,0.0007,0.0008,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0008,0.0008,,,
sampling96_fold0,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,,,,,
sampling96_fold1,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,,,,,
sampling97_fold0,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,,,,,,,,
sampling97_fold1,0.0032,0.003,0.0032,0.0031,0.0032,0.0031,0.0031,0.0031,0.0032,0.0031,0.0032,0.003,0.0031,0.0032,0.0031,0.0031,,
sampling98_fold0,0.0015,0.0016,0.0016,0.0014,0.0016,0.0017,0.0016,0.0016,0.0016,0.0014,0.0014,0.0017,0.0015,0.0015,,,,
sampling98_fold1,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,,,,,,,
sampling99_fold0,0.0024,0.0026,0.0025,0.0022,0.0022,0.0023,0.0025,0.0023,0.0023,0.0023,0.0024,,,,,,,
sampling99_fold1,0.0007,0.0007,0.0007,0.0007,0.0008,0.0008,0.0008,0.0008,0.0007,0.0007,0.0007,0.0008,0.0007,0.0007,,,,
